source,target,confidence,method,status,evidence,alternatives,catalog_version
kubectl-klock,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubectl-rook-ceph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubectl-tree,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubectx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubefirst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubefwd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubehound,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubekey,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubelogin,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubent,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubeone,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubergrunt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubernetes-cli,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kubernetes-client,v20260906+5da435c8
kubernetes-cli@1.31,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kubernetes-client,v20260906+5da435c8
kubernetes-cli@1.32,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kubernetes-client,v20260906+5da435c8
kubernetes-cli@1.33,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kubernetes-client,v20260906+5da435c8
kubernetes-cli@1.34,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kubernetes-client,v20260906+5da435c8
kubernetes-cli@1.35,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kubernetes-client,v20260906+5da435c8
kubernetes-mcp-server,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubescape,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubeseal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubesess,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubeshark,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubespy,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubetail,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubetrim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubetui,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubevela,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubevious,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubevpn,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubie,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kubo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kumactl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kumo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kustomize,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kustomizer,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kuto,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kuttl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kuzco,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kuzu,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kvazaar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kwctl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kwok,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kyma-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kyoto-cabinet,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://dbmx.net/kyotocabinet/' as 'kyotocabinet16-shlibs' but desc overlap only 0.12; fuzzy suggestions listed for review,tokyocabinet; tokyocabinet9,v20260906+5da435c8
kyoto-tycoon,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kytea,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kyua,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
kyverno,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lab,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
labctl,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libctl,v20260906+5da435c8
lacework-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ladder,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ladspa-sdk,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ladspa,v20260906+5da435c8
ladybug,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lager,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lakekeeper,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lame,lame,1.0,exact,confident,name identical in both managers; homepages 'https://lame.sourceforge.io/' vs 'http://www.mp3dev.org/',,v20260906+5da435c8
lammps,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lammpi,v20260906+5da435c8
lando-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
landrun,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
langgraph-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
languagetool,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
languagetool-rust,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lanraragi,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lapack,lapack350,0.9,version,confident,"same program line: 3.12.1 vs lapack350 3.5.0 (major 3, port identical-or-older); 2 identical sibling(s): lapack341, lapack342",lapack341; lapack342,v20260906+5da435c8
largetifftools,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lasi,lasi,1.0,exact,confident,name identical in both managers; homepages 'https://www.unifont.org/lasi/' vs 'http://lasi.sourceforge.net/',,v20260906+5da435c8
lasso,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,glass,v20260906+5da435c8
lastpass-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lastz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
laszip,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lasi; lzip; szip,v20260906+5da435c8
latex2html,latex2html,1.0,exact,confident,name identical in both managers; homepages 'https://www.latex2html.org' vs 'http://www.latex2html.org',,v20260906+5da435c8
latex2rtf,latex2rtf,1.0,exact,confident,name identical in both managers; homepages 'https://latex2rtf.sourceforge.net/' vs 'http://latex2rtf.sourceforge.net/',,v20260906+5da435c8
latexdiff,latexdiff,1.0,exact,confident,name identical in both managers; homepages 'https://www.ctan.org/pkg/latexdiff' vs 'http://bullard.esc.cam.ac.uk/~tilmann/soft.html',,v20260906+5da435c8
latexindent,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
latexml,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,latexmk; latex2html,v20260906+5da435c8
latino,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
launch,launch,1.0,exact,confident,name identical in both managers; homepages 'https://sabi.net/nriley/software/#launch' vs 'http://web.sabi.net/nriley/software/',,v20260906+5da435c8
launch4j,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,launch,v20260906+5da435c8
launch_socket_server,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
launchctl-completion,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lavat,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lavinmq,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazy-tmux,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazycontainer,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazycut,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazydocker,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazygit,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazyjj,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazyjournal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazymake,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazyrsync,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazysql,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lazyssh,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lbdb,lbdb,1.0,exact,confident,name identical in both managers; homepages 'https://www.spinnaker.de/lbdb/' vs 'http://www.spinnaker.de/lbdb/',,v20260906+5da435c8
lbfgspp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lc0,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lcdf-typetools,lcdf-typetools,1.0,exact,confident,name identical in both managers; homepages 'https://www.lcdf.org/type/' vs 'http://www.lcdf.org/type/#typetools',,v20260906+5da435c8
lcdproc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lci,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lcm,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lcms,v20260906+5da435c8
lcov,lcov,1.0,exact,confident,name identical in both managers; homepages 'https://github.com/linux-test-project/lcov' vs '',,v20260906+5da435c8
lcs,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lcms,v20260906+5da435c8
ld-find-code-refs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ldapvi,ldapvi,1.0,exact,confident,name identical in both managers; homepages 'http://www.lichteblau.com/ldapvi/' vs 'http://www.lichteblau.com/ldapvi/',,v20260906+5da435c8
ldc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ldcli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ldeep,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ldid,ldid,1.0,exact,confident,name identical in both managers; homepages 'https://cydia.saurik.com/info/ldid/' vs 'https://cydia.saurik.com/info/ldid/',,v20260906+5da435c8
ldid-procursus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ldns,libldns,0.9,homepage,confident,same upstream 'https://nlnetlabs.nl/projects/ldns/' (desc overlap 0.33),,v20260906+5da435c8
ldpl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
le,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lie,v20260906+5da435c8
leaf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leaf-markdown-viewer,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leaf-proxy,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leakcanary-shark,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lean-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leapp-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leaps,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leaves,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
ledger,ledger,1.0,exact,confident,name identical in both managers; homepages 'https://ledger-cli.org/' vs 'http://www.newartisans.com/ledger.html',,v20260906+5da435c8
ledit,ledit,1.0,exact,confident,name identical in both managers; homepages 'https://pauillac.inria.fr/~ddr/ledit/' vs 'http://pauillac.inria.fr/~ddr/ledit/',,v20260906+5da435c8
leela-zero,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leetcode-cli,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leetgo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leetsolv,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leetup,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lefthook,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
legba,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
legit,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ledit,v20260906+5da435c8
legitify,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lego,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leiningen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lemmeknow,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lemon,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lensfun,lensfun,1.0,exact,confident,name identical in both managers; homepages 'https://lensfun.github.io/' vs 'http://developer.berlios.de/projects/lensfun/',,v20260906+5da435c8
leptonica,,0.0,ambiguous,needs-review,homepage shared by several targets,liblept2-shlibs; liblept3-shlibs; libleptonica6-shlibs,v20260906+5da435c8
lerna,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
less,less,1.0,exact,confident,name identical in both managers; homepages 'https://www.greenwoodsoftware.com/less/index.html' vs 'http://www.greenwoodsoftware.com/less/',,v20260906+5da435c8
lesspipe,lesspipe,1.0,exact,confident,name identical in both managers; homepages 'https://lesspipe.org' vs 'http://www.desy.de/zeuthen/~friebel/unix/lesspipe.html',,v20260906+5da435c8
letta-code,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
levant,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
leveldb,libleveldb-dev,0.9,homepage,confident,same upstream 'https://github.com/google/leveldb/' (desc overlap 0.40),,v20260906+5da435c8
lexbor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lexicon,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lexido,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lf,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lft,v20260906+5da435c8
lfe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lfk,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lft,lft,1.0,exact,confident,name identical in both managers; homepages 'https://pwhois.org/lft/' vs 'http://pwhois.org/lft/',,v20260906+5da435c8
lftp,lftp,1.0,exact,confident,name identical in both managers; homepages 'https://lftp.yar.ru/' vs 'http://lftp.yar.ru/',,v20260906+5da435c8
lgeneral,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lgogdownloader,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
lhasa,lhasa,1.0,exact,confident,name identical in both managers; homepages 'https://fragglet.github.io/lhasa/' vs 'http://fragglet.github.io/lhasa/',,v20260906+5da435c8
lib3ds,lib3ds,1.0,exact,confident,name identical in both managers; homepages 'https://code.google.com/archive/p/lib3ds/' vs 'http://lib3ds.sourceforge.net/',,v20260906+5da435c8
libaacs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libabigail,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libabw,libabw01-dev,0.9,homepage,confident,same upstream 'https://wiki.documentfoundation.org/DLP/Libraries/libabw' (desc overlap 0.29),,v20260906+5da435c8
libadwaita,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libaec,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libarprec,v20260906+5da435c8
libaegis,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libagg,libagg,1.0,exact,confident,name identical in both managers; homepages 'https://agg.sourceforge.net/antigrain.com/' vs 'http://www.antigrain.com/',,v20260906+5da435c8
libaio,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libmatio; libao2; libao4,v20260906+5da435c8
libansilove,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libantlr3c,libantlr3c,1.0,exact,confident,name identical in both managers; homepages 'https://www.antlr3.org/' vs '',,v20260906+5da435c8
libao,,0.0,ambiguous,needs-review,homepage shared by several targets,libao4; libao4-shlibs; libao2,v20260906+5da435c8
libapplewm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libarchive,libarchive,1.0,exact,confident,name identical in both managers; homepages 'https://www.libarchive.org' vs 'http://people.freebsd.org/~kientzle/libarchive/',,v20260906+5da435c8
libaribcaption,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libart,libart2,0.9,version,confident,"same program line: 2.3.21 vs libart2 2.3.21 (major 2, port identical-or-older)",,v20260906+5da435c8
libass,,0.0,ambiguous,needs-review,homepage shared by several targets,libass5-shlibs; libass9-shlibs; libassimp; libassuan,v20260906+5da435c8
libassuan,libassuan,1.0,exact,confident,name identical in both managers; homepages 'https://www.gnupg.org/related_software/libassuan/' vs 'http://www.gnupg.org/(en)/related_software/libassuan/index.html',,v20260906+5da435c8
libassuan@2,libassuan2,0.96,normalized,confident,'libassuan@2' ~ 'libassuan2' after case/punctuation folding,,v20260906+5da435c8
libatomic_ops,libatomic-ops,0.96,normalized,confident,'libatomic_ops' ~ 'libatomic-ops' after case/punctuation folding,,v20260906+5da435c8
libavif,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libayatana-appindicator,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libayatana-indicator,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libb2,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,glib2; libmb,v20260906+5da435c8
libb64,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libbcg729,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.linphone.org' as 'libosip2' but desc overlap only 0.04; versions '1.1.2' vs '2.0.5'; no lookalikes either,,v20260906+5da435c8
libbdplus,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgdiplus,v20260906+5da435c8
libbi,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libdbi; libjbig; libmb,v20260906+5da435c8
libbinio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libbitcoin-consensus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libbladerf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libblastrampoline,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libbluray,libbluray2-shlibs,0.9,homepage,confident,same upstream 'https://www.videolan.org/developers/libbluray.html' (desc overlap 0.50),,v20260906+5da435c8
libbpf,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libpgf,v20260906+5da435c8
libbs2b,libbs2b0-shlibs,0.9,homepage,confident,same upstream 'https://bs2b.sourceforge.net/' (desc overlap 1.00),,v20260906+5da435c8
libbsc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libbsd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libbtbb,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libtbb4,v20260906+5da435c8
libcaca,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcanberra,,0.0,ambiguous,needs-review,homepage shared by several targets,libcanberra-gtk0; libcanberra0,v20260906+5da435c8
libcap,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libpcap; libpcap1; libdca,v20260906+5da435c8
libcap-ng,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libpcap; libpng3,v20260906+5da435c8
libcaption,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcbor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libccd,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libcdr; libtcd,v20260906+5da435c8
libcddb,libcddb,1.0,exact,confident,name identical in both managers; homepages 'https://libcddb.sourceforge.net/' vs 'http://libcddb.sourceforge.net/',,v20260906+5da435c8
libcdio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcdio-paranoia,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libcdparanoia0-dev; libcdio-paranoia2-shlibs,v20260906+5da435c8
libcdr,libcdr,1.0,exact,confident,name identical in both managers; homepages 'https://wiki.documentfoundation.org/DLP/Libraries/libcdr' vs 'https://wiki.documentfoundation.org/DLP/Libraries/libcdr',,v20260906+5da435c8
libcds,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lib3ds; libcdr; libmcs,v20260906+5da435c8
libcec,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcello,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcerf,libcerf1,0.68,near-hit,near-hit,nearest same-program port: 3.3 vs libcerf1 1.4 (2 majors older),,v20260906+5da435c8
libcext,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libchaos,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libchardet,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libchewing,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libclc,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libctl,v20260906+5da435c8
libcmph,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcoap,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libpcap; libpcap1,v20260906+5da435c8
libconfig,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libconfig8; libconfig9,v20260906+5da435c8
libconfini,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libconfig8; libconfig9,v20260906+5da435c8
libcotp,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libortp,v20260906+5da435c8
libcouchbase,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcpucycles,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcpuid,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcss,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libmcs; libdvdcss,v20260906+5da435c8
libcsv,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libmcs,v20260906+5da435c8
libcue,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,,v20260906+5da435c8
libcuefile,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.musepack.net/' as 'libmpcdec3' but desc overlap only 0.12; versions 'r475' vs '1.2.2'; no lookalikes either,,v20260906+5da435c8
libcutl,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libctl; libcurl4,v20260906+5da435c8
