source,target,confidence,method,status,evidence,alternatives
mpich-devel-gcc10,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gcc10,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-clang10,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-clang10,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-gccdevel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gccdevel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-clang80,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-clang80,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-clang60,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-clang60,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-gcc9,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gcc9,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-clang90,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-clang90,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-gcc8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gcc8,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-clang,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-clang,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-clang70,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-clang70,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-gcc7,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gcc7,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-gcc6,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gcc6,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-gcc49,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gcc49,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-gcc5,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-gcc5,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-devel-clang50,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich-clang50,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpich,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpi-doc-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mpi-doc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
montage,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
molmol,molmol,1.0,exact,confident,name identical in both managers; homepages 'http://www.mol.biol.ethz.ch/wuthrich/software/molmol/' vs 'http://www.mol.biol.ethz.ch/wuthrich/software/molmol/',
molden,molden,1.0,exact,confident,name identical in both managers; homepages 'https://www.theochem.ru.nl/molden/' vs 'http://www.cmbi.ru.nl/molden',
mmtf-cpp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mmg3d4,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mmg,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,mm
mmdb,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
missfits,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
miriad,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,mira
ministat,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
minc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
metview,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
metar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
metaio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
memesuite,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mddisplay,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mcl,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,mc
match,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,mpatch; patch; watch
marx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mapm3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
maniview,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.geomview.org/' as 'geomview191-shlibs' but versions '2.0.4' vs '1.9.1'; no lookalikes either,
magicspp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
magic-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
magic,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://opencircuitdesign.com/magic/' as 'magic74' but desc overlap only 0.10; versions '8.3.508' vs '7.4.59'; fuzzy suggestions listed for review,rmagic; magic71; magic74
mafft,mafft,1.0,exact,confident,name identical in both managers; homepages 'https://mafft.cbrc.jp/alignment/software/' vs 'http://mafft.cbrc.jp/alignment/software/',
luaradio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lscsoft-deps,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lparse,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lpairs
liquid-dsp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
linrad,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
linhpsdr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
limesuite-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
limesuite,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ligotools,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ligo-lvalert-heartbeat,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ligo-lvalert,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libxc4,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libxc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libtcd,libtcd,1.0,exact,confident,name identical in both managers; homepages 'http://www.flaterco.com/xtide/' vs 'http://www.flaterco.com/xtide/',
libstree,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libstroke
libsharp,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,taglib-sharp; libsrtp
libsc,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libsigc++
libsbmlsim,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libsbml,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libebml
libquantum,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libosmo-dsp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
liboglappth,liboglappth,1.0,exact,confident,name identical in both managers; homepages 'http://www.bioinformatics.org/' vs 'http://www.uku.fi/~thassine/projects',
libnova,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libmed,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libmd; libmad; libmpd
libklustersshared,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libint,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libident; libidn; libnet
libiio-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libiio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libghemical,libghemical,1.0,exact,confident,name identical in both managers; homepages 'http://www.bioinformatics.org/ghemical/libghemical/' vs 'http://www.uku.fi/~thassine/projects/libghemical',
libframe,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libfame1
libfec,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libnfc
libemos,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libgeos2; libgeos3
libdap,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://www.opendap.org' as 'dods' but desc overlap only 0.05; fuzzy suggestions listed for review,libdap9; libdap10; libdap11
libctl,libctl,1.0,exact,confident,name identical in both managers; homepages 'http://ab-initio.mit.edu/wiki/index.php/Libctl' vs 'http://ab-initio.mit.edu/libctl',
libccd,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,libcdr; libtcd
libbiosig,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libad9361-iio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
libANN,libann,0.96,normalized,confident,'libANN' ~ 'libann' after case/punctuation folding,
lenstool,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,epstool
ldas-tools-utilities,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-ldas-tools-ldasgen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ldas-tools-ldasgen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-ldas-tools-framecpp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ldas-tools-framecpp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-ldas-tools-frameAPI,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ldas-tools-frameAPI,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ldas-tools-filters,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-ldas-tools-diskcacheAPI,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ldas-tools-diskcacheAPI,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-ldas-tools-al,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ldas-tools-al,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-ldas-tools,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ldas-tools,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tla-tools
lanHEP,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lalsimulation,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py38-lalsimulation,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lalsimulation,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lalsimulation,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lalsimulation,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalsimulation,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lalpulsar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py38-lalpulsar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lalpulsar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lalpulsar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lalpulsar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalpulsar,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lalmetaio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py38-lalmetaio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lalmetaio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lalmetaio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lalmetaio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalmetaio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lalinspiral,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py38-lalinspiral,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lalinspiral,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lalinspiral,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lalinspiral,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalinspiral,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lalinference,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py38-lalinference,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lalinference,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lalinference,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lalinference,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalinference,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lalframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py38-lalframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lalframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lalframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lalframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalframe,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lalburst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py38-lalburst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lalburst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lalburst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lalburst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalburst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lalapps,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-lal,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,octave
py38-lal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py37-lal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py36-lal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py27-lal,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lal,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lcal
kst,kst,1.0,exact,confident,name identical in both managers; homepages 'http://kst.kde.org/' vs 'http://kst.kde.org',
jmol,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
jags,jags,1.0,exact,confident,name identical in both managers; homepages 'https://mcmc-jags.sourceforge.net/' vs 'http://jags.sourceforge.net',
iverilog,iverilog,1.0,exact,confident,name identical in both managers; homepages 'http://iverilog.icarus.com/' vs 'http://www.icarus.com/eda/verilog/',
ismrmrd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
irsim,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,irssi
iqtree2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
iqtree,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,tree
inspectrum,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
indi_maxdomeii,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
indi,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ind
inchi-1,,0.0,ambiguous,needs-review,homepage shared by several targets,libinchi1-shlibs; libstdinchi1-shlibs
ifeffit,ifeffit,1.0,exact,confident,name identical in both managers; homepages 'http://cars.uchicago.edu/ifeffit' vs 'http://cars.uchicago.edu/ifeffit',
iAIDA,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
htslib,,0.0,ambiguous,needs-review,homepage shared by several targets,libhts2-shlibs; libhts3-shlibs; slib
htcondor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hpl,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
holoviews,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hmmer,hmmer,1.0,exact,confident,name identical in both managers; homepages 'http://hmmer.org/' vs 'http://hmmer.wustl.edu/',
healpix-cxx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
healpix-c,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
healpix-java,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
healpix,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hdfeos5,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hdfeos,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hdf5-lz4-plugin,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hdf5,hdf5,1.0,exact,confident,name identical in both managers; homepages 'https://www.hdfgroup.org/solutions/hdf5/' vs 'http://hdf.ncsa.uiuc.edu/HDF5/',
hdf4,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,hdf
harminv,harminv,1.0,exact,confident,name identical in both managers; homepages 'http://ab-initio.mit.edu/wiki/index.php/Harminv' vs 'http://ab-initio.mit.edu/harminv',
hamlib-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hamlib,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hackrf-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
hackrf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
h5utils,h5utils,1.0,exact,confident,name identical in both managers; homepages 'http://ab-initio.mit.edu/wiki/index.php/H5utils' vs 'http://ab-initio.mit.edu/wiki/index.php/H5utils',
h4h5tools,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gwyddion,gwyddion,1.0,exact,confident,name identical in both managers; homepages 'http://gwyddion.net' vs 'http://gwyddion.net',
gvemodules-xforms,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.geomview.org/' as 'geomview191-shlibs' but desc overlap only 0.10; versions '0.5' vs '1.9.1'; no lookalikes either,
gvemod-xforms-example,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.geomview.org/' as 'geomview191-shlibs' but versions '0.4' vs '1.9.1'; no lookalikes either,
gvemod-ndview,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.geomview.org/' as 'geomview191-shlibs' but desc overlap only 0.08; versions '0.4' vs '1.9.1'; no lookalikes either,
gvemod-labeler,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.geomview.org/' as 'geomview191-shlibs' but desc overlap only 0.13; versions '0.4' vs '1.9.1'; no lookalikes either,
gvemod-crayola,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.geomview.org/' as 'geomview191-shlibs' but desc overlap only 0.14; versions '0.4' vs '1.9.1'; no lookalikes either,
gvemod-cplxview,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'http://www.geomview.org/' as 'geomview191-shlibs' but versions '0.3' vs '1.9.1'; no lookalikes either,
gst-plugins-math,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,gst-plugins
gst-plugins-cairovis,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gshhg-gmt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gromacs-plumed,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gromacs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
grig,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,gri
gri,gri,1.0,exact,confident,name identical in both managers; homepages 'http://gri.sourceforge.net/' vs 'http://gri.sourceforge.net',
grads,grads,1.0,exact,confident,name identical in both managers; homepages 'http://cola.gmu.edu/grads/' vs 'http://grads.iges.org/grads/grads.html',
gr37-tdd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-tdd,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-specest,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-specest,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-sdrplay,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-sdrplay,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-satellites,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-satellites,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-rds,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-rds,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,grads
gr37-pyqt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-pyqt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-pcap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-pcap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-osmosdr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-osmosdr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-ofdm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-ofdm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-mapper,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-mapper,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-mac,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-mac,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,grace
gr37-lte,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-lte,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-lora-rpp0,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-lora-rpp0,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-lora-BastilleResearch,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-lora,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-linrad,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-limesdr-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-limesdr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-limesdr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-iridium,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-iridium,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-iqbalance,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-iqbalance,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-iio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-iio,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-ieee802-15-4,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-ieee802-15-4,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-ieee802-11,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-ieee802-11,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-hpsdr,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-gsm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-gsm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-gfdm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-gfdm,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-fosphor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-fosphor,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-foo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-foo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-fcdproplus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-fcdproplus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-dvbt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-dvbs2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-dvbs,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-cdma,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-cdma,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-baz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-baz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-ais,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-ais,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,grads
gr37-air-modes,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-air-modes,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr37-adapt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gr-adapt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gqrx-devel,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
gqrx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
